#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BB611A
#Date Time: 2025-08-21 02:50:48.660.143.130
#Sample rate: 1.78571e+06Hz
#Samples: 16384
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -1.5 V Sample Mode: Average
#Channel 2: Range: 2 V/div Offset: -3.032 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 1 kHz
#Period: 1 ms
#Amplitude: 2.5 V
#Offset: 2.5 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V Readback: 5.001738856 V
#Negative Supply: ON
#Voltage: -5 V Readback: -4.9934086062 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.009008012721164613,0.176470772810372,5.018718048978367
-0.009007452721164613,0.1710726249050222,5.020521119477416
-0.009006892721164613,0.1674738596347934,5.024127260475497
-0.009006332721164613,0.1656744769996758,5.023225725225974
-0.009005772721164613,0.1629754030470018,5.021422654726926
-0.009005212721164614,0.1602763290943352,5.018718048978368
-0.009004652721164614,0.1566775638241007,5.016914978479321
-0.009004092721164614,0.1584769464592166,5.017816513728842
-0.009003532721164614,0.1539784898714267,5.022324189976454
-0.009002972721164614,0.1548781811889848,5.024127260475499
-0.009002412721164614,0.1503797246011906,5.019619584227884
-0.009001852721164615,0.1458812680134127,5.016914978479326
-0.009001292721164615,0.1413828114256228,5.020521119477404
-0.009000732721164615,0.142282502743171,5.016914978479327
-0.009000172721164615,0.1350849722027216,5.018718048978362
-0.008999612721164615,0.1350849722027085,5.016914978479322
-0.008999052721164615,0.1359846635202658,5.020521119477406
-0.008998492721164614,0.1305865156149233,5.022324189976453
-0.008997932721164614,0.1251883677095704,5.017816513728842
-0.008997372721164614,0.1287871329798025,5.016914978479321
-0.008996812721164614,0.1260880590271285,5.016013443229798
-0.008996252721164614,0.1260880590271285,5.017816513728842
-0.008995692721164614,0.1206899111217805,5.021422654726929
-0.008995132721164614,0.1206899111217822,5.018718048978364
-0.008994572721164613,0.1224892937568915,5.017816513728847
-0.008994012721164613,0.1170911458515411,5.022324189976455
-0.008993452721164613,0.1089939239935344,5.023225725225979
-0.008992892721164613,0.113492380581318,5.024127260475499
-0.008992332721164613,0.1143920718988597,5.024127260475511
-0.008991772721164614,0.1062948500408596,5.030438007222151
-0.008991212721164614,0.1044954674057363,5.025930330974544
-0.008990652721164614,0.1017963934530624,5.025930330974544
-0.008990092721164614,0.1017963934530624,5.022324189976454
-0.008989532721164614,0.09999701081794621,5.023225725225977
-0.008988972721164614,0.1008967021354985,5.022324189976459
-0.008988412721164615,0.09459886291260969,5.026831866224058
-0.008987852721164615,0.09549855423015466,5.025028795725025
-0.008987292721164615,0.09729793686526894,5.026831866224063
-0.008986732721164615,0.09189978895993406,5.023225725225983
-0.008986172721164615,0.09189978895992423,5.027733401473585
-0.008985612721164615,0.09189978895992423,5.025028795725024
-0.008985052721164614,0.08380256710190941,5.025930330974544
-0.008984492721164614,0.08560194973701654,5.027733401473587
-0.008983932721164614,0.08560194973701818,5.022324189976454
-0.008983372721164614,0.08380256710190204,5.027733401473589
-0.008982812721164614,0.08560194973701818,5.021422654726932
-0.008982252721164614,0.07750472787899762,5.024127260475496
-0.008981692721164614,0.07930411051411376,5.021422654726932
-0.008981132721164613,0.08110349314921986,5.022324189976458
-0.008980572721164613,0.07210657997364964,5.02593033097454
-0.008980012721164613,0.07390596260876742,5.021422654726932
-0.008979452721164613,0.07570534524387351,5.021422654726937
-0.008978892721164613,0.07210657997364964,5.024127260475497
-0.008978332721164614,0.07300627129120525,5.023225725225978
-0.008977772721164614,0.06850781470342003,5.022324189976455
-0.008977212721164614,0.07480565392632199,5.027733401473589
-0.008976652721164614,0.07300627129120607,5.023225725225977
-0.008976092721164614,0.07120688865609015,5.026831866224066
-0.008975532721164614,0.06940750602097401,5.023225725225979
-0.008974972721164615,0.06940750602097401,5.025028795725016
-0.008974412721164615,0.06670843206830493,5.027733401473584
-0.008973852721164615,0.06760812338585645,5.02953647197263
-0.008973292721164615,0.06580874075074522,5.026831866224072
-0.008972732721164615,0.06310966679807041,5.026831866224066
-0.008972172721164615,0.06670843206829674,5.02863493672311
-0.008971612721164614,0.0685078147034143,5.031339542471676
-0.008971052721164614,0.06400935811563012,5.028634936723114
-0.008970492721164614,0.06220997548050988,5.029536471972634
-0.008969932721164614,0.06400935811562602,5.028634936723112
-0.008969372721164614,0.0568118275751619,5.02052111947741
-0.008968812721164614,0.06310966679807041,5.02773340147359
-0.008968252721164614,0.06580874075074276,5.028634936723107
-0.008967692721164613,0.06670843206829838,5.0241272604755
-0.008967132721164613,0.06490904943318164,5.025028795725023
-0.008966572721164613,0.06220997548050497,5.026831866224068
-0.008966012721164613,0.05951090152783917,5.027733401473587
-0.008965452721164613,0.0613102841629504,5.02683186622406
-0.008964892721164613,0.06041059284538169,5.023225725225972
-0.008964332721164614,0.05591213625760792,5.021422654726933
-0.008963772721164614,0.06041059284539396,5.021422654726932
-0.008963212721164614,0.06131028416295203,5.028634936723112
-0.008962652721164614,0.0568118275751619,5.025028795725022
-0.008962092721164614,0.05501244494004762,5.023225725225977
-0.008961532721164614,0.05681182757516599,5.023225725225982
-0.008960972721164615,0.06131028416294385,5.028634936723102
-0.008960412721164615,0.05861121021028295,5.027733401473591
-0.008959852721164615,0.05501244494005252,5.026831866224068
