Time (s),Ch1,Ch2
-0.001503876,0.97314335,2.609689639
-0.001503746,0.974043042,2.615098851
-0.001503616,0.975842424,2.616901921
-0.001503486,0.983939646,2.61329578
-0.001503356,0.983039955,2.620508062
-0.001503226,0.988438103,2.621409598
-0.001503096,0.984839338,2.617803457
-0.001502966,0.984839338,2.619606527
-0.001502836,0.989337794,2.610591175
-0.001502706,0.992936559,2.617803457
-0.001502576,0.992936559,2.616000386
-0.001502446,1.00013409,2.621409598
-0.001502316,0.991137177,2.61149271
-0.001502186,1.00013409,2.610591175
-0.001502056,0.994735942,2.603378893
-0.001501926,1.002833164,2.606083498
-0.001501796,1.002833164,2.608788104
-0.001501666,1.006431929,2.606985034
-0.001501536,1.003732855,2.610591175
-0.001501406,1.001033781,2.609689639
-0.001501276,1.010030694,2.615098851
-0.001501146,1.00733162,2.616000386
-0.001501016,1.009131003,2.61329578
-0.001500886,1.014529151,2.615098851
-0.001500756,1.017228225,2.618704992
-0.001500626,1.017228225,2.623212668
-0.001500496,1.025325447,2.621409598
-0.001500366,1.012729768,2.622311133
-0.001500236,1.019927299,2.627720344
-0.001500106,1.017228225,2.627720344
-0.001499976,1.028024521,2.638538767
-0.001499846,1.028024521,2.635834162
-0.001499716,1.019927299,2.627720344
-0.001499586,1.027124829,2.63042495
-0.001499456,1.028924212,2.627720344
-0.001499326,1.026225138,2.626818809
-0.001499196,1.027124829,2.627720344
-0.001499066,1.026225138,2.618704992
-0.001498936,1.028024521,2.624114203
-0.001498806,1.038820817,2.624114203
-0.001498676,1.041519891,2.621409598
-0.001498546,1.037021434,2.625015739
-0.001498416,1.039720508,2.619606527
-0.001498286,1.038820817,2.623212668
-0.001498156,1.048717421,2.618704992
-0.001498026,1.03432236,2.625015739
-0.001497896,1.038820817,2.623212668
-0.001497766,1.042419582,2.609689639
-0.001497636,1.04781773,2.61329578
-0.001497506,1.048717421,2.620508062
-0.001497376,1.051416495,2.616000386
-0.001497246,1.051416495,2.615098851
-0.001497116,1.05501526,2.622311133
-0.001496986,1.054115569,2.625015739
-0.001496856,1.050516804,2.619606527
-0.001496726,1.05501526,2.612394245
-0.001496596,1.057714334,2.625015739
-0.001496466,1.064012173,2.624114203
-0.001496336,1.066711247,2.631326485
-0.001496206,1.06851063,2.62862188
-0.001496076,1.057714334,2.629523415
-0.001495946,1.067610939,2.625917274
-0.001495816,1.064012173,2.62862188
-0.001495686,1.065811556,2.622311133
-0.001495556,1.073908778,2.620508062
-0.001495426,1.067610939,2.623212668
-0.001495296,1.071209704,2.624114203
-0.001495166,1.074808469,2.629523415
-0.001495036,1.082905691,2.627720344
-0.001494906,1.074808469,2.618704992
-0.001494776,1.073908778,2.616901921
-0.001494646,1.076607852,2.610591175
-0.001494516,1.076607852,2.621409598
-0.001494386,1.077507543,2.626818809
-0.001494256,1.091002913,2.620508062
-0.001494126,1.082006,2.624114203
-0.001493996,1.084705074,2.619606527
-0.001493866,1.094601678,2.616901921
-0.001493736,1.082905691,2.616000386
-0.001493606,1.08920353,2.616000386
-0.001493476,1.08920353,2.616000386
-0.001493346,1.09550137,2.610591175
-0.001493216,1.091902604,2.61329578
-0.001493086,1.094601678,2.616000386
-0.001492956,1.096401061,2.619606527
-0.001492826,1.096401061,2.620508062
-0.001492696,1.099999826,2.626818809
-0.001492566,1.09550137,2.620508062
-0.001492436,1.103598591,2.616901921
-0.001492306,1.108097048,2.626818809
-0.001492176,1.099100135,2.622311133
-0.001492046,1.108097048,2.622311133
-0.001491916,1.110796122,2.627720344
-0.001491786,1.112595505,2.63042495
-0.001491656,1.111695813,2.624114203
-0.001491526,1.114394887,2.625015739
-0.001491396,1.107197357,2.623212668
-0.001491266,1.108097048,2.63042495
-0.001491136,1.112595505,2.624114203
-0.001491006,1.108996739,2.625917274
-0.001490876,1.117093961,2.622311133
-0.001490746,1.115294579,2.625015739
-0.001490616,1.115294579,2.62862188
-0.001490486,1.119793035,2.621409598
-0.001490356,1.127890257,2.62862188
-0.001490226,1.133288405,2.619606527
-0.001490096,1.135087788,2.620508062
-0.001489966,1.126090874,2.619606527
-0.001489836,1.130589331,2.621409598
-0.001489706,1.135987479,2.619606527
-0.001489576,1.1233918,2.620508062
-0.001489446,1.12968964,2.621409598
-0.001489316,1.138686553,2.620508062
-0.001489186,1.142285318,2.627720344
-0.001489056,1.143185009,2.632228021
-0.001488926,1.132388714,2.62862188
-0.001488796,1.138686553,2.636735697
-0.001488666,1.141385627,2.640341838
-0.001488536,1.142285318,2.642144908
-0.001488406,1.143185009,2.638538767
-0.001488276,1.149482849,2.631326485
-0.001488146,1.153981305,2.626818809
-0.001488016,1.148583157,2.616901921
-0.001487886,1.149482849,2.61329578
-0.001487756,1.156680379,2.605181963
-0.001487626,1.167476675,2.597969681
-0.001487496,1.161178836,2.590757399
-0.001487366,1.162078527,2.602477357
-0.001487236,1.167476675,2.595265075
-0.001487106,1.168376366,2.599772752
-0.001486976,1.17107544,2.61329578
-0.001486846,1.162978218,2.610591175
-0.001486716,1.172874823,2.620508062
-0.001486586,1.171975132,2.625015739
-0.001486456,1.180072353,2.631326485
-0.001486326,1.176473588,2.636735697
-0.001486196,1.175573897,2.637637232
-0.001486066,1.180072353,2.650258726
-0.001485936,1.186370193,2.656569472
-0.001485806,1.182771427,2.653864867
-0.001485676,1.183671119,2.659274078
-0.001485546,1.180072353,2.660175613
-0.001485416,1.183671119,2.654766402
-0.001485286,1.182771427,2.648455655
-0.001485156,1.189968958,2.644849514
-0.001485026,1.189968958,2.640341838
-0.001484896,1.189968958,2.634932626
-0.001484766,1.192668032,2.631326485
-0.001484636,1.194467415,2.623212668
-0.001484506,1.19806618,2.621409598
-0.001484376,1.193567723,2.612394245
-0.001484246,1.198965871,2.614197316
-0.001484116,1.199865562,2.61329578
-0.001483986,1.201664945,2.606083498
-0.001483856,1.202564636,2.603378893
-0.001483726,1.19806618,2.61149271
-0.001483596,1.20526371,2.609689639
-0.001483466,1.203464328,2.609689639
-0.001483336,1.202564636,2.618704992
-0.001483206,1.209762167,2.618704992
-0.001483076,1.207063093,2.616901921
-0.001482946,1.214260624,2.620508062
-0.001482816,1.215160315,2.618704992
-0.001482686,1.215160315,2.620508062
-0.001482556,1.215160315,2.62862188
-0.001482426,1.219658771,2.631326485
-0.001482296,1.225956611,2.634932626
-0.001482166,1.217859389,2.626818809
-0.001482036,1.220558463,2.626818809
-0.001481906,1.219658771,2.629523415
-0.001481776,1.221458154,2.622311133
-0.001481646,1.224157228,2.632228021
-0.001481516,1.222357845,2.627720344
-0.001481386,1.233154141,2.626818809
-0.001481256,1.224157228,2.624114203
-0.001481126,1.23225445,2.626818809
-0.001480996,1.23225445,2.62862188
-0.001480866,1.226856302,2.631326485
-0.001480736,1.236752906,2.624114203
-0.001480606,1.23945198,2.623212668
-0.001480476,1.236752906,2.623212668
-0.001480346,1.237652598,2.62862188
-0.001480216,1.244850128,2.62862188
-0.001480086,1.250248276,2.625917274
-0.001479956,1.253847041,2.63042495
-0.001479826,1.244850128,2.622311133
-0.001479696,1.254746733,2.622311133
-0.001479566,1.250248276,2.619606527
-0.001479436,1.249348585,2.617803457
-0.001479306,1.258345498,2.615098851
-0.001479176,1.257445807,2.61329578
-0.001479046,1.262843955,2.621409598
-0.001478916,1.261944263,2.621409598
-0.001478786,1.261044572,2.616901921
-0.001478656,1.256546115,2.615098851
-0.001478526,1.262843955,2.618704992
-0.001478396,1.262843955,2.620508062
-0.001478266,1.264643337,2.624114203
-0.001478136,1.269141794,2.631326485
-0.001478006,1.269141794,2.634031091
-0.001477876,1.269141794,2.624114203
-0.001477746,1.272740559,2.639440303
-0.001477616,1.272740559,2.62862188
-0.001477486,1.277239016,2.641243373
-0.001477356,1.270941177,2.636735697
-0.001477226,1.278138707,2.638538767
-0.001477096,1.280837781,2.642144908
-0.001476966,1.286235929,2.641243373
-0.001476836,1.290734385,2.635834162
-0.001476706,1.288035312,2.633129556
-0.001476576,1.288035312,2.633129556
-0.001476446,1.291634077,2.634031091
-0.001476316,1.288035312,2.625917274
-0.001476186,1.286235929,2.626818809
-0.001476056,1.288035312,2.620508062
-0.001475926,1.297032225,2.622311133
-0.001475796,1.294333151,2.621409598
-0.001475666,1.297032225,2.620508062
-0.001475536,1.293433459,2.617803457
-0.001475406,1.30063099,2.621409598
-0.001475276,1.296132533,2.621409598
-0.001475146,1.303330064,2.620508062
-0.001475016,1.311427286,2.619606527
-0.001474886,1.303330064,2.616000386
-0.001474756,1.308728212,2.607886569
-0.001474626,1.306928829,2.620508062
-0.001474496,1.306928829,2.616901921
-0.001474366,1.308728212,2.623212668
-0.001474236,1.307828521,2.616901921
-0.001474106,1.315925742,2.619606527
-0.001473976,1.304229755,2.616000386
-0.001473846,1.316825434,2.625015739
-0.001473716,1.316825434,2.627720344
-0.001473586,1.316825434,2.625917274
-0.001473456,1.325822347,2.633129556
-0.001473326,1.323123273,2.640341838
-0.001473196,1.317725125,2.636735697
-0.001473066,1.325822347,2.641243373
-0.001472936,1.330320803,2.644849514
-0.001472806,1.325822347,2.643947979
-0.001472676,1.326722038,2.648455655
-0.001472546,1.333919569,2.650258726
-0.001472416,1.330320803,2.643947979
-0.001472286,1.323123273,2.642144908
-0.001472156,1.324922656,2.638538767
-0.001472026,1.338418025,2.637637232
-0.001471896,1.338418025,2.638538767
-0.001471766,1.345615556,2.634932626
-0.001471636,1.33481926,2.634932626
-0.001471506,1.343816173,2.629523415
-0.001471376,1.34831463,2.629523415
-0.001471246,1.34831463,2.62862188
-0.001471116,1.344715865,2.626818809
-0.001470986,1.350114012,2.619606527
-0.001470856,1.351913395,2.612394245
-0.001470726,1.345615556,2.614197316
-0.001470596,1.351913395,2.614197316
-0.001470466,1.351913395,2.61329578
-0.001470336,1.360910308,2.61329578
-0.001470206,1.358211234,2.620508062
-0.001470076,1.351913395,2.612394245
-0.001469946,1.362709691,2.618704992
-0.001469816,1.363609382,2.625015739
-0.001469686,1.370806913,2.624114203
-0.001469556,1.367208147,2.616901921
-0.001469426,1.36900753,2.626818809
-0.001469296,1.369907221,2.625917274
-0.001469166,1.373505987,2.625917274
-0.001469036,1.374405678,2.623212668
-0.001468906,1.377104752,2.624114203
-0.001468776,1.381603209,2.620508062
-0.001468646,1.383402591,2.62862188
-0.001468516,1.388800739,2.626818809
-0.001468386,1.384302283,2.631326485
-0.001468256,1.383402591,2.63042495
-0.001468126,1.384302283,2.634031091
-0.001467996,1.381603209,2.632228021
-0.001467866,1.384302283,2.634031091
-0.001467736,1.387901048,2.631326485
-0.001467606,1.39599827,2.627720344
-0.001467476,1.392399504,2.626818809
-0.001467346,1.401396418,2.631326485
-0.001467216,1.39599827,2.626818809
-0.001467086,1.402296109,2.624114203
-0.001466956,1.406794565,2.622311133
-0.001466826,1.404095492,2.624114203
-0.001466696,1.412192713,2.625917274
-0.001466566,1.4031958,2.625015739
-0.001466436,1.407694257,2.623212668
-0.001466306,1.412192713,2.627720344
-0.001466176,1.420289935,2.63042495
-0.001466046,1.417590861,2.627720344
-0.001465916,1.421189627,2.621409598
-0.001465786,1.415791479,2.623212668
-0.001465656,1.417590861,2.624114203
-0.001465526,1.424788392,2.626818809
-0.001465396,1.415791479,2.619606527
-0.001465266,1.418490553,2.617803457
-0.001465136,1.4238887,2.623212668
-0.001465006,1.421189627,2.620508062
-0.001464876,1.429286848,2.627720344
-0.001464746,1.425688083,2.621409598
-0.001464616,1.432885614,2.627720344
-0.001464486,1.425688083,2.63042495
-0.001464356,1.433785305,2.62862188
-0.001464226,1.431086231,2.629523415
-0.001464096,1.434684996,2.633129556
-0.001463966,1.431985922,2.639440303
-0.001463836,1.440982836,2.637637232
-0.001463706,1.440982836,2.639440303
-0.001463576,1.440083144,2.637637232
-0.001463446,1.441882527,2.640341838
-0.001463316,1.443681909,2.63042495
-0.001463186,1.447280675,2.626818809
-0.001463056,1.452678823,2.635834162
-0.001462926,1.451779131,2.634031091
-0.001462796,1.449979749,2.634932626
-0.001462666,1.448180366,2.637637232
-0.001462536,1.458076971,2.631326485
-0.001462406,1.460776045,2.633129556
-0.001462276,1.458076971,2.636735697
-0.001462146,1.458976662,2.632228021
-0.001462016,1.462575427,2.625015739
-0.001461886,1.461675736,2.624114203
-0.001461756,1.458076971,2.62862188
-0.001461626,1.467973575,2.625917274
-0.001461496,1.469772958,2.631326485
-0.001461366,1.467073884,2.623212668
-0.001461236,1.472472032,2.617803457
-0.001461106,1.467073884,2.622311133
-0.001460976,1.469772958,2.626818809
-0.001460846,1.466174192,2.627720344
-0.001460716,1.470672649,2.621409598
-0.001460586,1.47787018,2.622311133
-0.001460456,1.478769871,2.623212668
-0.001460326,1.47787018,2.631326485
-0.001460196,1.480569253,2.624114203
-0.001460066,1.483268327,2.627720344
-0.001459936,1.478769871,2.634031091
-0.001459806,1.48506771,2.627720344
-0.001459676,1.482368636,2.634031091
-0.001459546,1.482368636,2.629523415
-0.001459416,1.492265241,2.634031091
-0.001459286,1.494064623,2.631326485
-0.001459156,1.495864006,2.631326485
-0.001459026,1.49856308,2.635834162
-0.001458896,1.500362462,2.625917274
-0.001458766,1.502161845,2.623212668
-0.001458636,1.495864006,2.634031091
-0.001458506,1.503061536,2.629523415
-0.001458376,1.502161845,2.629523415
-0.001458246,1.512958141,2.627720344
-0.001458116,1.513857832,2.634932626
-0.001457986,1.51205845,2.633129556
-0.001457856,1.512958141,2.631326485
-0.001457726,1.509359376,2.634932626
-0.001457596,1.517456598,2.632228021
-0.001457466,1.514757524,2.636735697
-0.001457336,1.514757524,2.631326485
-0.001457206,1.518356289,2.635834162
-0.001457076,1.517456598,2.637637232
-0.001456946,1.51925598,2.632228021
-0.001456816,1.520155671,2.62862188
-0.001456686,1.522854745,2.631326485
-0.001456556,1.53275135,2.635834162
-0.001456426,1.530052276,2.624114203
-0.001456296,1.526453511,2.631326485
-0.001456166,1.529152585,2.633129556
-0.001456036,1.533651041,2.63042495
-0.001455906,1.530951967,2.629523415
-0.001455776,1.539049189,2.627720344
-0.001455646,1.541748263,2.624114203
-0.001455516,1.538149498,2.620508062
-0.001455386,1.535450424,2.63042495
-0.001455256,1.544447337,2.625917274
-0.001455126,1.552544559,2.631326485
-0.001454996,1.541748263,2.632228021
-0.001454866,1.548945794,2.627720344
-0.001454736,1.551644868,2.629523415
-0.001454606,1.555243633,2.634031091
-0.001454476,1.558842398,2.634932626
-0.001454346,1.557043015,2.62862188
-0.001454216,1.557043015,2.632228021
-0.001454086,1.557043015,2.632228021
-0.001453956,1.564240546,2.627720344
-0.001453826,1.554343942,2.629523415
-0.001453696,1.561541472,2.63042495
-0.001453566,1.557942707,2.626818809
-0.001453436,1.569638694,2.637637232
-0.001453306,1.564240546,2.632228021
-0.001453176,1.565140237,2.625917274
-0.001453046,1.565140237,2.63042495
-0.001452916,1.56693962,2.634031091
-0.001452786,1.569638694,2.633129556
-0.001452656,1.572337768,2.633129556
-0.001452526,1.575036842,2.632228021
-0.001452396,1.583134064,2.631326485
-0.001452266,1.575036842,2.642144908
-0.001452136,1.588532212,2.639440303
-0.001452006,1.583134064,2.640341838
-0.001451876,1.586732829,2.637637232
-0.001451746,1.58763252,2.638538767
-0.001451616,1.579535298,2.634932626
-0.001451486,1.584933446,2.633129556
-0.001451356,1.584933446,2.634932626
-0.001451226,1.583134064,2.629523415
-0.001451096,1.589431903,2.625015739
-0.001450966,1.58763252,2.62862188
-0.001450836,1.602027581,2.625015739
-0.001450706,1.600228199,2.627720344
-0.001450576,1.600228199,2.629523415
-0.001450446,1.600228199,2.626818809
-0.001450316,1.595729742,2.625917274
-0.001450186,1.605626347,2.625917274
-0.001450056,1.605626347,2.627720344
-0.001449926,1.604726655,2.627720344
-0.001449796,1.609225112,2.625917274
-0.001449666,1.613723568,2.62862188
-0.001449536,1.605626347,2.629523415
-0.001449406,1.61462326,2.624114203
-0.001449276,1.610124803,2.625917274
-0.001449146,1.619121716,2.620508062
-0.001449016,1.609225112,2.625015739
-0.001448886,1.622720482,2.620508062
-0.001448756,1.623620173,2.626818809
-0.001448626,1.617322334,2.63042495
-0.001448496,1.618222025,2.632228021
-0.001448366,1.620021408,2.635834162
-0.001448236,1.631717395,2.627720344
-0.001448106,1.625419556,2.626818809
-0.001447976,1.627218938,2.625015739
-0.001447846,1.627218938,2.624114203
-0.001447716,1.625419556,2.626818809
-0.001447586,1.636215851,2.627720344
-0.001447456,1.638914925,2.632228021
-0.001447326,1.638914925,2.637637232
-0.001447196,1.634416469,2.632228021
-0.001447066,1.638914925,2.632228021
-0.001446936,1.64881153,2.632228021
-0.001446806,1.652410295,2.625015739
-0.001446676,1.651510604,2.634932626
-0.001446546,1.654209678,2.634932626
-0.001446416,1.64881153,2.627720344
-0.001446286,1.65600906,2.632228021
-0.001446156,1.658708134,2.639440303
-0.001446026,1.657808443,2.63042495
-0.001445896,1.65600906,2.631326485
-0.001445766,1.651510604,2.639440303
-0.001445636,1.650610913,2.634031091
-0.001445506,1.65600906,2.634932626
-0.001445376,1.656908752,2.629523415
-0.001445246,1.661407208,2.62862188
-0.001445116,1.664106282,2.63042495
-0.001444986,1.668604739,2.632228021
-0.001444856,1.668604739,2.633129556
-0.001444726,1.665905665,2.627720344
-0.001444596,1.670404122,2.627720344
-0.001444466,1.675802269,2.63042495
-0.001444336,1.683899491,2.62862188
-0.001444206,1.678501343,2.622311133
-0.001444076,1.675802269,2.620508062
-0.001443946,1.680300726,2.632228021
-0.001443816,1.686598565,2.625917274
-0.001443686,1.680300726,2.631326485
-0.001443556,1.680300726,2.635834162
-0.001443426,1.686598565,2.631326485
-0.001443296,1.6829998,2.633129556
-0.001443166,1.686598565,2.629523415
-0.001443036,1.691996713,2.632228021
-0.001442906,1.698294552,2.627720344
-0.001442776,1.691996713,2.632228021
-0.001442646,1.691097022,2.634932626
-0.001442516,1.697394861,2.63042495
-0.001442386,1.697394861,2.634932626
-0.001442256,1.704592392,2.632228021
-0.001442126,1.695595478,2.633129556
-0.001441996,1.69649517,2.637637232
-0.001441866,1.707291466,2.643046444
-0.001441736,1.708191157,2.633129556
-0.001441606,1.709990539,2.635834162
-0.001441476,1.714488996,2.642144908
-0.001441346,1.708191157,2.634932626
-0.001441216,1.714488996,2.640341838
-0.001441086,1.718987453,2.627720344
-0.001440956,1.714488996,2.639440303
-0.001440826,1.71718807,2.638538767
-0.001440696,1.71718807,2.634932626
-0.001440566,1.718087761,2.637637232
-0.001440436,1.724385601,2.634031091
-0.001440306,1.731583131,2.634932626
-0.001440176,1.731583131,2.62862188
-0.001440046,1.727984366,2.624114203
-0.001439916,1.734282205,2.63042495
-0.001439786,1.729783748,2.63042495
-0.001439656,1.726184983,2.638538767
-0.001439526,1.727984366,2.624114203
-0.001439396,1.735181896,2.62862188
-0.001439266,1.73068344,2.62862188
-0.001439136,1.733382514,2.629523415
-0.001439006,1.745078501,2.635834162
-0.001438876,1.75137634,2.631326485
-0.001438746,1.75137634,2.631326485
-0.001438616,1.750476649,2.633129556
-0.001438486,1.747777575,2.632228021
-0.001438356,1.753175723,2.622311133
-0.001438226,1.750476649,2.632228021
-0.001438096,1.756774488,2.632228021
-0.001437966,1.75137634,2.634031091
-0.001437836,1.758573871,2.632228021
-0.001437706,1.756774488,2.635834162
-0.001437576,1.762172636,2.634932626
-0.001437446,1.755874797,2.635834162
-0.001437316,1.763072327,2.638538767
-0.001437186,1.763072327,2.636735697
-0.001437056,1.768470475,2.636735697
-0.001436926,1.770269858,2.635834162
-0.001436796,1.776567697,2.635834162
-0.001436666,1.774768314,2.632228021
-0.001436536,1.771169549,2.641243373
-0.001436406,1.777467388,2.641243373
-0.001436276,1.772968932,2.642144908
-0.001436146,1.780166462,2.636735697
-0.001436016,1.780166462,2.637637232
-0.001435886,1.781066154,2.639440303
-0.001435756,1.775668006,2.637637232
-0.001435626,1.776567697,2.639440303
-0.001435496,1.787363993,2.645751049
-0.001435366,1.797260597,2.634031091
-0.001435236,1.784664919,2.636735697
-0.001435106,1.791862449,2.638538767
-0.001434976,1.784664919,2.633129556
-0.001434846,1.790962758,2.636735697
-0.001434716,1.799959671,2.633129556
-0.001434586,1.791862449,2.633129556
-0.001434456,1.797260597,2.631326485
-0.001434326,1.791862449,2.635834162
-0.001434196,1.79905998,2.640341838
-0.001434066,1.79905998,2.634932626
-0.001433936,1.804458128,2.631326485
-0.001433806,1.805357819,2.62862188
-0.001433676,1.805357819,2.625015739
-0.001433546,1.814354732,2.632228021
-0.001433416,1.814354732,2.634932626
-0.001433286,1.813455041,2.62862188
-0.001433156,1.811655658,2.620508062
-0.001433026,1.81975288,2.629523415
-0.001432896,1.818853189,2.626818809
-0.001432766,1.818853189,2.629523415
-0.001432636,1.823351645,2.634031091
-0.001432506,1.817953498,2.63042495
-0.001432376,1.826950411,2.623212668
-0.001432246,1.832348559,2.633129556
-0.001432116,1.829649485,2.634932626
-0.001431986,1.829649485,2.643046444
-0.001431856,1.826050719,2.632228021
-0.001431726,1.836847015,2.639440303
-0.001431596,1.828749793,2.643046444
-0.001431466,1.829649485,2.645751049
-0.001431336,1.840445781,2.635834162
-0.001431206,1.847643311,2.640341838
-0.001431076,1.840445781,2.643046444
-0.001430946,1.853041459,2.648455655
-0.001430816,1.848543002,2.640341838
-0.001430686,1.848543002,2.634932626
-0.001430556,1.844944237,2.641243373
-0.001430426,1.849442694,2.634031091
-0.001430296,1.848543002,2.634031091
-0.001430166,1.848543002,2.629523415
-0.001430036,1.85394115,2.62862188
-0.001429906,1.855740533,2.635834162
-0.001429776,1.857539916,2.629523415
-0.001429646,1.862038372,2.632228021
-0.001429516,1.859339298,2.634031091
-0.001429386,1.863837755,2.629523415
-0.001429256,1.870135594,2.638538767
-0.001429126,1.862938063,2.635834162
-0.001428996,1.870135594,2.627720344
-0.001428866,1.870135594,2.635834162
-0.001428736,1.870135594,2.629523415
-0.001428606,1.86743652,2.634932626
-0.001428476,1.873734359,2.63042495
-0.001428346,1.871934977,2.636735697
-0.001428216,1.874634051,2.634932626
-0.001428086,1.879132507,2.629523415
-0.001427956,1.874634051,2.634932626
-0.001427826,1.868336211,2.635834162
-0.001427696,1.882731272,2.638538767
-0.001427566,1.88812942,2.637637232
-0.001427436,1.886330038,2.634932626
-0.001427306,1.88812942,2.634031091
-0.001427176,1.889928803,2.640341838
-0.001427046,1.900725099,2.635834162
-0.001426916,1.887229729,2.642144908
-0.001426786,1.900725099,2.642144908
-0.001426656,1.897126334,2.636735697
-0.001426526,1.902524481,2.638538767
-0.001426396,1.900725099,2.636735697
-0.001426266,1.904323864,2.638538767
-0.001426136,1.906123247,2.640341838
-0.001426006,1.912421086,2.639440303
-0.001425876,1.909722012,2.639440303
-0.001425746,1.909722012,2.636735697
-0.001425616,1.909722012,2.645751049
-0.001425486,1.916019851,2.634031091
-0.001425356,1.909722012,2.629523415
-0.001425226,1.909722012,2.638538767
-0.001425096,1.910621703,2.634932626
-0.001424966,1.909722012,2.633129556
-0.001424836,1.918718925,2.627720344
-0.001424706,1.92231769,2.627720344
-0.001424576,1.920518308,2.625917274
-0.001424446,1.920518308,2.634031091
-0.001424316,1.916919543,2.625917274
-0.001424186,1.918718925,2.623212668
-0.001424056,1.919618616,2.626818809
-0.001423926,1.934913369,2.635834162
-0.001423796,1.920518308,2.62862188
-0.001423666,1.934013678,2.632228021
-0.001423536,1.934913369,2.626818809
-0.001423406,1.938512134,2.633129556
-0.001423276,1.939411825,2.634031091
-0.001423146,1.934013678,2.633129556
-0.001423016,1.937612443,2.636735697
-0.001422886,1.943910282,2.633129556
-0.001422756,1.938512134,2.631326485
-0.001422626,1.946609356,2.636735697
-0.001422496,1.947509047,2.632228021
-0.001422366,1.947509047,2.634932626
-0.001422236,1.957405652,2.637637232
-0.001422106,1.960104726,2.639440303
-0.001421976,1.957405652,2.638538767
-0.001421846,1.951107813,2.636735697
-0.001421716,1.960104726,2.640341838
-0.001421586,1.963703491,2.639440303
-0.001421456,1.968201948,2.648455655
-0.001421326,1.959205034,2.64755412
-0.001421196,1.965502874,2.636735697
-0.001421066,1.965502874,2.634932626
-0.001420936,1.967302256,2.643046444
-0.001420806,1.97000133,2.642144908
-0.001420676,1.972700404,2.644849514
-0.001420546,1.967302256,2.642144908
-0.001420416,1.971800713,2.643046444
-0.001420286,1.969101639,2.640341838
-0.001420156,1.973600096,2.639440303
-0.001420026,1.976299169,2.642144908
-0.001419896,1.978998243,2.642144908
-0.001419766,1.985296083,2.644849514
-0.001419636,1.984396391,2.639440303
-0.001419506,1.984396391,2.643046444
-0.001419376,1.987095465,2.638538767
-0.001419246,1.988894848,2.638538767
-0.001419116,1.986195774,2.640341838
-0.001418986,1.991593922,2.636735697
-0.001418856,1.989794539,2.642144908
-0.001418726,1.992493613,2.643046444
-0.001418596,1.994292996,2.632228021
-0.001418466,1.993393305,2.640341838
-0.001418336,1.995192687,2.633129556
-0.001418206,2.001490526,2.632228021
-0.001418076,2.007788366,2.635834162
-0.001417946,1.999691144,2.632228021
-0.001417816,2.002390218,2.637637232
-0.001417686,2.011387131,2.638538767
-0.001417556,2.013186513,2.627720344
-0.001417426,2.009587748,2.634932626
-0.001417296,2.008688057,2.637637232
-0.001417166,2.01768497,2.639440303
-0.001417036,2.01768497,2.637637232
-0.001416906,2.026681883,2.638538767
-0.001416776,2.021283735,2.640341838
-0.001416646,2.023083118,2.633129556
-0.001416516,2.021283735,2.639440303
-0.001416386,2.025782192,2.644849514
-0.001416256,2.026681883,2.639440303
-0.001416126,2.028481266,2.643046444
-0.001415996,2.030280649,2.638538767
-0.001415866,2.034779105,2.637637232
-0.001415736,2.036578488,2.638538767
-0.001415606,2.039277562,2.638538767
-0.001415476,2.033879414,2.639440303
-0.001415346,2.036578488,2.641243373
-0.001415216,2.032979722,2.635834162
-0.001415086,2.033879414,2.634031091
-0.001414956,2.046475092,2.633129556
-0.001414826,2.041076944,2.636735697
-0.001414696,2.03837787,2.636735697
-0.001414566,2.047374784,2.629523415
-0.001414436,2.05187324,2.634031091
-0.001414306,2.050973549,2.653864867
-0.001414176,2.04467571,2.645751049
-0.001414046,2.052772931,2.639440303
-0.001413916,2.057271388,2.635834162
-0.001413786,2.057271388,2.642144908
-0.001413656,2.059070771,2.637637232
-0.001413526,2.057271388,2.634932626
-0.001413396,2.061769845,2.62862188
-0.001413266,2.068067684,2.641243373
-0.001413136,2.07256614,2.64755412
-0.001413006,2.074365523,2.640341838
-0.001412876,2.075265214,2.634932626
-0.001412746,2.073465832,2.637637232
-0.001412616,2.068967375,2.631326485
-0.001412486,2.076164906,2.634031091
-0.001412356,2.077064597,2.641243373
-0.001412226,2.08606151,2.634932626
-0.001412096,2.080663362,2.644849514
-0.001411966,2.074365523,2.637637232
-0.001411836,2.086961202,2.636735697
-0.001411706,2.088760584,2.643046444
-0.001411576,2.08606151,2.635834162
-0.001411446,2.085161819,2.638538767
-0.001411316,2.088760584,2.635834162
-0.001411186,2.091459658,2.643046444
-0.001411056,2.096857806,2.640341838
-0.001410926,2.098657189,2.639440303
-0.001410796,2.101356263,2.637637232
-0.001410666,2.103155645,2.644849514
-0.001410536,2.104955028,2.637637232
-0.001410406,2.103155645,2.645751049
-0.001410276,2.108553793,2.631326485
-0.001410146,2.094158732,2.634031091
-0.001410016,2.108553793,2.637637232
-0.001409886,2.108553793,2.646652585
-0.001409756,2.109453484,2.646652585
-0.001409626,2.100456571,2.639440303
-0.001409496,2.108553793,2.643046444
-0.001409366,2.114851632,2.646652585
-0.001409236,2.121149472,2.64755412
-0.001409106,2.117550706,2.641243373
-0.001408976,2.115751324,2.643947979
-0.001408846,2.115751324,2.634932626
-0.001408716,2.12654762,2.638538767
-0.001408586,2.12654762,2.638538767
-0.001408456,2.135544533,2.640341838
-0.001408326,2.131046076,2.635834162
